description,Category,Skill,cleaned_text,assigned_to
Define project scope and deliverables,project management,JIRA,define project scope deliverables,Charlie
Allocate resources effectively,project management,MS Project,allocate resources effectively,David
Define project scope and deliverables,project management,JIRA,define project scope deliverables,Alice
Risk assessment and management,project management,RiskMatrix,risk assessment management,Bob
Risk assessment and management,project management,RiskMatrix,risk assessment management,Charlie
Allocate resources effectively,project management,MS Project,allocate resources effectively,David
Risk assessment and management,project management,RiskMatrix,risk assessment management,Alice
Risk assessment and management,project management,RiskMatrix,risk assessment management,Bob
Allocate resources effectively,project management,MS Project,allocate resources effectively,Charlie
Monitor project progress,project management,Trello,monitor project progress,David
Monitor project progress,project management,Trello,monitor project progress,Alice
Monitor project progress,project management,Trello,monitor project progress,Bob
