description,Category,Skill,cleaned_text
Implement a landing page,frontend,ember.js,implement landing page
Improve website accessibility,frontend,UI,improve website accessibility
Create a responsive website,frontend,jquery,create responsive website
Optimize web performance,frontend,jquery,optimize web performance
Improve website accessibility,frontend,UX,improve website accessibility
Design a user-friendly interface,frontend,javascript,design userfriendly interface
Create a responsive website,frontend,UI,create responsive website
Create a responsive website,frontend,sass,create responsive website
Develop a mobile-first UI,frontend,sass,develop mobilefirst ui
Develop a mobile-first UI,frontend,user-friendly,develop mobilefirst ui
Improve website accessibility,frontend,ember.js,improve website accessibility
Create a responsive website,frontend,vue,create responsive website
Improve website accessibility,frontend,UX,improve website accessibility
Develop a mobile-first UI,frontend,redux,develop mobilefirst ui
Optimize web performance,frontend,materialize,optimize web performance
Create a responsive website,frontend,bootstrap,create responsive website
Improve website accessibility,frontend,jquery,improve website accessibility
Implement a landing page,frontend,css,implement landing page
Implement a landing page,frontend,angular,implement landing page
Improve website accessibility,frontend,user-friendly,improve website accessibility
Create a responsive website,frontend,vue,create responsive website
Create a responsive website,frontend,react,create responsive website
Create a responsive website,frontend,angular,create responsive website
Implement a landing page,frontend,angular,implement landing page
Develop a mobile-first UI,frontend,redux,develop mobilefirst ui
Implement a landing page,frontend,jquery,implement landing page
Design a user-friendly interface,frontend,jquery,design userfriendly interface
Design a user-friendly interface,frontend,javascript,design userfriendly interface
Create a responsive website,frontend,foundation,create responsive website
Optimize web performance,frontend,redux,optimize web performance
Implement a landing page,frontend,materialize,implement landing page
Develop a mobile-first UI,frontend,UI,develop mobilefirst ui
Create a responsive website,frontend,vue,create responsive website
Implement a landing page,frontend,bootstrap,implement landing page
Design a user-friendly interface,frontend,UI,design userfriendly interface
Design a user-friendly interface,frontend,ember.js,design userfriendly interface
Implement a landing page,frontend,vue,implement landing page
Develop a mobile-first UI,frontend,bootstrap,develop mobilefirst ui
Design a user-friendly interface,frontend,materialize,design userfriendly interface
Design a user-friendly interface,frontend,ember.js,design userfriendly interface
Design a user-friendly interface,frontend,typescript,design userfriendly interface
Improve website accessibility,frontend,user-friendly,improve website accessibility
Design a user-friendly interface,frontend,UI,design userfriendly interface
Develop a mobile-first UI,frontend,react,develop mobilefirst ui
Design a user-friendly interface,frontend,redux,design userfriendly interface
Implement a landing page,frontend,UX,implement landing page
Improve website accessibility,frontend,html,improve website accessibility
Develop a mobile-first UI,frontend,UX,develop mobilefirst ui
Optimize web performance,frontend,user-friendly,optimize web performance
Improve website accessibility,frontend,html,improve website accessibility
Develop a mobile-first UI,frontend,redux,develop mobilefirst ui
Optimize web performance,frontend,angular,optimize web performance
Improve website accessibility,frontend,UI,improve website accessibility
Optimize web performance,frontend,UX,optimize web performance
Optimize web performance,frontend,typescript,optimize web performance
Implement a landing page,frontend,vue,implement landing page
